dataset,codec,variant,eer_percent,min_dcf,eer_percent_ci95_lower,eer_percent_ci95_upper,has_overlap,margin,num_trials,model_type,quality_flag,file
afrinames,WavTokenizer,WavTokenizer_small-320-24k-4096,0.6666666666666667,0.36333333333333334,,,,,1650,mfcc,nonzero_eer,results/ASV/metrics/afrinames_WavTokenizer_WavTokenizer_small-320-24k-4096_asv.json
afrinames,WavTokenizer,WavTokenizer_small-600-24k-4096,3.3333333333333335,0.6446666666666666,,,,,1650,mfcc,nonzero_eer,results/ASV/metrics/afrinames_WavTokenizer_WavTokenizer_small-600-24k-4096_asv.json
afrispeech_dialog,DAC,out_16kbps,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_DAC_out_16kbps_asv.json
afrispeech_dialog,DAC,out_24kbps,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_DAC_out_24kbps_asv.json
afrispeech_dialog,DAC,out_8kbps,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_DAC_out_8kbps_asv.json
afrispeech_dialog,Encodec,out_12kbps,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_Encodec_out_12kbps_asv.json
afrispeech_dialog,Encodec,out_24kbps,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_Encodec_out_24kbps_asv.json
afrispeech_dialog,Encodec,out_3kbps,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_Encodec_out_3kbps_asv.json
afrispeech_dialog,Encodec,out_6kbps,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_Encodec_out_6kbps_asv.json
afrispeech_dialog,FocalCodec,focalcodec_12_5hz,20.0,0.9387755102040816,,,,,539,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_dialog_FocalCodec_focalcodec_12_5hz_asv.json
afrispeech_dialog,FocalCodec,focalcodec_25hz,13.877551020408163,0.8367346938775512,,,,,539,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_dialog_FocalCodec_focalcodec_25hz_asv.json
afrispeech_dialog,FocalCodec,focalcodec_50hz_2k_causal,18.06122448979592,0.9795918367346939,,,,,539,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_dialog_FocalCodec_focalcodec_50hz_2k_causal_asv.json
afrispeech_dialog,FocalCodec,focalcodec_50hz_4k_causal,16.53061224489796,0.9591836734693878,,,,,539,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_dialog_FocalCodec_focalcodec_50hz_4k_causal_asv.json
afrispeech_dialog,FocalCodec,focalcodec_50hz_65k_causal,14.591836734693878,0.9795918367346939,,,,,539,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_dialog_FocalCodec_focalcodec_50hz_65k_causal_asv.json
afrispeech_dialog,FocalCodec,focalcodec_50hz,13.77551020408163,0.8571428571428572,,,,,539,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_dialog_FocalCodec_focalcodec_50hz_asv.json
afrispeech_dialog,LanguageCodec,bandwidth_0,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_LanguageCodec_bandwidth_0_asv.json
afrispeech_dialog,LanguageCodec,bandwidth_1,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_LanguageCodec_bandwidth_1_asv.json
afrispeech_dialog,LanguageCodec,bandwidth_2,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_LanguageCodec_bandwidth_2_asv.json
afrispeech_dialog,LanguageCodec,bandwidth_3,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_LanguageCodec_bandwidth_3_asv.json
afrispeech_dialog,SemantiCodec,0.31kbps,1.7346938775510203,0.589795918367347,,,,,539,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_dialog_SemantiCodec_0.31kbps_asv.json
afrispeech_dialog,SemantiCodec,0.33kbps,1.8367346938775508,0.6673469387755102,,,,,539,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_dialog_SemantiCodec_0.33kbps_asv.json
afrispeech_dialog,SemantiCodec,0.63kbps,2.0408163265306123,0.6714285714285714,,,,,539,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_dialog_SemantiCodec_0.63kbps_asv.json
afrispeech_dialog,SemantiCodec,0.68kbps,2.0408163265306123,0.7122448979591837,,,,,539,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_dialog_SemantiCodec_0.68kbps_asv.json
afrispeech_dialog,SemantiCodec,1.25kbps,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_SemantiCodec_1.25kbps_asv.json
afrispeech_dialog,SemantiCodec,1.40kbps,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_SemantiCodec_1.40kbps_asv.json
afrispeech_dialog,UniCodec,out_6.6kbps,20.408163265306122,1.0,,,,,539,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_dialog_UniCodec_out_6.6kbps_asv.json
afrispeech_dialog,WavTokenizer,WavTokenizer_large-speech-75token,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_WavTokenizer_WavTokenizer_large-speech-75token_asv.json
afrispeech_dialog,WavTokenizer,WavTokenizer_large-unify-40token,0.30612244897959184,0.04081632653061224,,,,,539,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_dialog_WavTokenizer_WavTokenizer_large-unify-40token_asv.json
afrispeech_dialog,WavTokenizer,WavTokenizer_medium-music-audio-75token,0.5102040816326531,0.12244897959183673,,,,,539,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_dialog_WavTokenizer_WavTokenizer_medium-music-audio-75token_asv.json
afrispeech_dialog,WavTokenizer,WavTokenizer_medium-speech-75token,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_WavTokenizer_WavTokenizer_medium-speech-75token_asv.json
afrispeech_dialog,WavTokenizer,WavTokenizer_small-320-24k-4096,0.0,0.0,,,,,539,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_dialog_WavTokenizer_WavTokenizer_small-320-24k-4096_asv.json
afrispeech_dialog,WavTokenizer,WavTokenizer_small-600-24k-4096,2.0408163265306123,0.20408163265306123,,,,,539,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_dialog_WavTokenizer_WavTokenizer_small-600-24k-4096_asv.json
afrispeech_multilingual,DAC,out_16kbps,0.0,0.0,,,,,64,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_multilingual_DAC_out_16kbps_asv.json
afrispeech_multilingual,DAC,out_24kbps,0.0,0.0,,,,,64,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_multilingual_DAC_out_24kbps_asv.json
afrispeech_multilingual,DAC,out_8kbps,0.0,0.0,,,,,64,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_multilingual_DAC_out_8kbps_asv.json
afrispeech_multilingual,Encodec,out_12kbps,0.0,0.0,,,,,1100,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_multilingual_Encodec_out_12kbps_asv.json
afrispeech_multilingual,Encodec,out_24kbps,0.0,0.0,,,,,1100,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_multilingual_Encodec_out_24kbps_asv.json
afrispeech_multilingual,Encodec,out_3kbps,0.0,0.0,,,,,1100,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_multilingual_Encodec_out_3kbps_asv.json
afrispeech_multilingual,Encodec,out_6kbps,0.0,0.0,,,,,1100,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_multilingual_Encodec_out_6kbps_asv.json
afrispeech_multilingual,FocalCodec,focalcodec_12_5hz,34.0,0.9900000000000001,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_FocalCodec_focalcodec_12_5hz_asv.json
afrispeech_multilingual,FocalCodec,focalcodec_25hz,22.0,0.9599999999999999,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_FocalCodec_focalcodec_25hz_asv.json
afrispeech_multilingual,FocalCodec,focalcodec_50hz_2k_causal,30.0,0.9900000000000001,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_FocalCodec_focalcodec_50hz_2k_causal_asv.json
afrispeech_multilingual,FocalCodec,focalcodec_50hz_4k_causal,27.05,1.0,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_FocalCodec_focalcodec_50hz_4k_causal_asv.json
afrispeech_multilingual,FocalCodec,focalcodec_50hz_65k_causal,24.0,0.9900000000000001,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_FocalCodec_focalcodec_50hz_65k_causal_asv.json
afrispeech_multilingual,FocalCodec,focalcodec_50hz,15.85,0.9599999999999999,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_FocalCodec_focalcodec_50hz_asv.json
afrispeech_multilingual,LanguageCodec,bandwidth_0,0.0,0.0,,,,,1100,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_multilingual_LanguageCodec_bandwidth_0_asv.json
afrispeech_multilingual,LanguageCodec,bandwidth_1,0.0,0.0,,,,,1100,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_multilingual_LanguageCodec_bandwidth_1_asv.json
afrispeech_multilingual,LanguageCodec,bandwidth_2,0.0,0.0,,,,,1100,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_multilingual_LanguageCodec_bandwidth_2_asv.json
afrispeech_multilingual,LanguageCodec,bandwidth_3,0.0,0.0,,,,,1100,mfcc,zero_eer_no_ci,results/ASV/metrics/afrispeech_multilingual_LanguageCodec_bandwidth_3_asv.json
afrispeech_multilingual,SemantiCodec,0.31kbps,0.95,0.23900000000000002,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_SemantiCodec_0.31kbps_asv.json
afrispeech_multilingual,SemantiCodec,0.33kbps,1.0,0.2,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_SemantiCodec_0.33kbps_asv.json
afrispeech_multilingual,SemantiCodec,0.63kbps,0.25,0.299,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_SemantiCodec_0.63kbps_asv.json
afrispeech_multilingual,SemantiCodec,0.68kbps,0.25,0.308,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_SemantiCodec_0.68kbps_asv.json
afrispeech_multilingual,SemantiCodec,1.25kbps,0.2,0.22999999999999998,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_SemantiCodec_1.25kbps_asv.json
afrispeech_multilingual,SemantiCodec,1.40kbps,0.25,0.11,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_SemantiCodec_1.40kbps_asv.json
afrispeech_multilingual,UniCodec,out_6.6kbps,1.0,0.21,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_UniCodec_out_6.6kbps_asv.json
afrispeech_multilingual,WavTokenizer,WavTokenizer_large-speech-75token,0.05,0.04,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_WavTokenizer_WavTokenizer_large-speech-75token_asv.json
afrispeech_multilingual,WavTokenizer,WavTokenizer_large-unify-40token,5.050000000000001,0.13,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_WavTokenizer_WavTokenizer_large-unify-40token_asv.json
afrispeech_multilingual,WavTokenizer,WavTokenizer_medium-music-audio-75token,0.25,0.3,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_WavTokenizer_WavTokenizer_medium-music-audio-75token_asv.json
afrispeech_multilingual,WavTokenizer,WavTokenizer_medium-speech-75token,0.1,0.02,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_WavTokenizer_WavTokenizer_medium-speech-75token_asv.json
afrispeech_multilingual,WavTokenizer,WavTokenizer_small-320-24k-4096,0.8500000000000001,0.299,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_WavTokenizer_WavTokenizer_small-320-24k-4096_asv.json
afrispeech_multilingual,WavTokenizer,WavTokenizer_small-600-24k-4096,2.75,0.729,,,,,1100,mfcc,nonzero_eer,results/ASV/metrics/afrispeech_multilingual_WavTokenizer_WavTokenizer_small-600-24k-4096_asv.json
