dataset,codec,variant,eer_percent,min_dcf,eer_percent_ci95_lower,eer_percent_ci95_upper,has_overlap,margin,num_trials,model_type,quality_flag,file
afrinames,FocalCodec,focalcodec_50hz_4k_causal,23.841163310961967,0.9932885906040267,19.8093215818946,27.010894448520194,True,-0.001409827686035925,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_FocalCodec_focalcodec_50hz_4k_causal_asv.json
afrinames,FocalCodec,focalcodec_50hz_65k_causal,20.78076062639821,0.991096196868009,18.630691190437755,23.613328804691687,True,-0.0013277944454113122,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_FocalCodec_focalcodec_50hz_65k_causal_asv.json
afrinames,FocalCodec,focalcodec_50hz,14.000000000000002,0.8908724832214764,11.061431026956715,16.349238905203837,True,-0.001281193786397239,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_FocalCodec_focalcodec_50hz_asv.json
afrinames,LanguageCodec,bandwidth_0,0.33921302578018997,0.16417910447761191,0.06774953074513819,1.166743775803545,True,-3.2346763663482214e-05,4489,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_LanguageCodec_bandwidth_0_asv.json
afrinames,LanguageCodec,bandwidth_1,0.3618272274988693,0.16417910447761191,0.09026850140594217,1.2471316230019633,True,-3.504436518053655e-05,4489,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_LanguageCodec_bandwidth_1_asv.json
afrinames,LanguageCodec,bandwidth_2,0.24875621890547264,0.13432835820895522,0.0449562762308448,0.32748757341447454,True,-2.898536878970237e-05,4489,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_LanguageCodec_bandwidth_2_asv.json
afrinames,LanguageCodec,bandwidth_3,1.1533242876526457,0.1791044776119403,0.10194431066786222,1.3036045510056258,True,-3.669456825627915e-05,4489,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_LanguageCodec_bandwidth_3_asv.json
afrinames,SemantiCodec,0.31kbps,3.4138702460850117,0.5153914988814318,2.293932053234986,6.300356863802066,True,-0.0007105406594114516,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_SemantiCodec_0.31kbps_asv.json
afrinames,SemantiCodec,0.33kbps,4.0,0.4683221476510067,1.8243924162278145,6.496687157569217,True,-0.0006500112482975551,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_SemantiCodec_0.33kbps_asv.json
afrinames,SemantiCodec,0.63kbps,3.3333333333333335,0.36165548098434,1.3154530840099818,4.554602536811089,True,-0.0006883712192092828,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_SemantiCodec_0.63kbps_asv.json
afrinames,SemantiCodec,0.68kbps,2.0,0.3863982102908277,1.3231908766355231,3.742147081846591,True,-0.0006374814302578802,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_SemantiCodec_0.68kbps_asv.json
afrinames,SemantiCodec,1.25kbps,2.0,0.28630872483221476,1.2161998397478404,3.2493004592689436,True,-0.0005020196181789727,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_SemantiCodec_1.25kbps_asv.json
afrinames,SemantiCodec,1.40kbps,2.0,0.2841610738255034,0.7833175888057973,3.1388678220243014,True,-0.0005336117887966285,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_SemantiCodec_1.40kbps_asv.json
afrinames,UniCodec,out_6.6kbps,0.8187919463087249,0.131006711409396,0.13409018490307975,1.844237517821679,True,-0.0004128176698433572,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_UniCodec_out_6.6kbps_asv.json
afrinames,WavTokenizer,WavTokenizer_large-speech-75token,0.6666666666666667,0.139910514541387,0.13201535019641858,1.6533480421857811,True,-0.00013224659431965158,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_WavTokenizer_WavTokenizer_large-speech-75token_asv.json
afrinames,WavTokenizer,WavTokenizer_large-unify-40token,1.3333333333333335,0.3327069351230425,0.663342892581298,2.325472930819885,True,-0.0001800506289487691,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_WavTokenizer_WavTokenizer_large-unify-40token_asv.json
afrinames,WavTokenizer,WavTokenizer_medium-music-audio-75token,1.1789709172259508,0.2574496644295302,0.4156403347656292,2.0990637719374154,True,-0.00015714936320876394,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_WavTokenizer_WavTokenizer_medium-music-audio-75token_asv.json
afrinames,WavTokenizer,WavTokenizer_medium-speech-75token,0.7472035794183445,0.09986577181208052,0.10485649377631502,1.4777141366594846,True,-0.0001311306545639379,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_WavTokenizer_WavTokenizer_medium-speech-75token_asv.json
afrinames,WavTokenizer,WavTokenizer_small-320-24k-4096,0.6711409395973155,0.2729753914988814,0.3042761001857869,1.8464759237370054,True,-0.0002472710192608085,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_WavTokenizer_WavTokenizer_small-320-24k-4096_asv.json
afrinames,WavTokenizer,WavTokenizer_small-600-24k-4096,3.1789709172259513,0.5706935123042506,2.022723289211756,3.8988927017864814,True,-0.000391021429333005,22500,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrinames_WavTokenizer_WavTokenizer_small-600-24k-4096_asv.json
afrispeech_dialog,DAC,out_16kbps,0.0,0.0,0.0,0.0,False,2.7646723238961002e-05,2401,mfcc,zero_eer_robust,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_DAC_out_16kbps_asv.json
afrispeech_dialog,DAC,out_24kbps,0.0,0.0,0.0,0.0,False,6.8230441792049845e-06,2401,mfcc,zero_eer_robust,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_DAC_out_24kbps_asv.json
afrispeech_dialog,DAC,out_8kbps,0.04251700680272109,0.02040816326530612,0.0,0.10748239614008595,True,-6.777723654982637e-06,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_DAC_out_8kbps_asv.json
afrispeech_dialog,Encodec,out_12kbps,0.0,0.0,0.0,0.0,False,1.79835730726996e-05,2401,mfcc,zero_eer_robust,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_Encodec_out_12kbps_asv.json
afrispeech_dialog,Encodec,out_24kbps,0.0,0.0,0.0,0.0,False,1.8274208453572527e-05,2401,mfcc,zero_eer_robust,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_Encodec_out_24kbps_asv.json
afrispeech_dialog,Encodec,out_3kbps,0.0,0.0,0.0,0.0,False,3.6174921691500828e-06,2401,mfcc,zero_eer_robust,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_Encodec_out_3kbps_asv.json
afrispeech_dialog,Encodec,out_6kbps,0.0,0.0,0.0,0.0,False,1.2740290252888364e-05,2401,mfcc,zero_eer_robust,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_Encodec_out_6kbps_asv.json
afrispeech_dialog,FocalCodec,focalcodec_12_5hz,20.131802721088437,0.9808673469387754,16.948470716545604,25.57754670976039,True,-0.0006006435407241995,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_FocalCodec_focalcodec_12_5hz_asv.json
afrispeech_dialog,FocalCodec,focalcodec_25hz,14.285714285714285,0.9209183673469389,11.365422889964305,17.617617173932683,True,-0.0003317701283883645,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_FocalCodec_focalcodec_25hz_asv.json
afrispeech_dialog,FocalCodec,focalcodec_50hz_2k_causal,18.367346938775512,0.9795918367346939,14.581118260799967,22.010877529968717,True,-0.0005180157151614129,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_FocalCodec_focalcodec_50hz_2k_causal_asv.json
afrispeech_dialog,FocalCodec,focalcodec_50hz_4k_causal,16.602891156462583,1.0,11.83466471212985,18.992487186530692,True,-0.0004873118408917909,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_FocalCodec_focalcodec_50hz_4k_causal_asv.json
afrispeech_dialog,FocalCodec,focalcodec_50hz_65k_causal,15.96513605442177,0.9795918367346939,12.234226779449369,19.628768448613627,True,-0.00044539585520186886,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_FocalCodec_focalcodec_50hz_65k_causal_asv.json
afrispeech_dialog,FocalCodec,focalcodec_50hz,14.370748299319727,0.961734693877551,10.951048809089649,17.576126584386888,True,-0.00040729072553158385,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_FocalCodec_focalcodec_50hz_asv.json
afrispeech_dialog,LanguageCodec,bandwidth_0,0.0,0.0,0.0,0.0,False,1.3077629376412325e-05,2401,mfcc,zero_eer_robust,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_LanguageCodec_bandwidth_0_asv.json
afrispeech_dialog,LanguageCodec,bandwidth_1,0.0,0.0,0.0,0.0,False,1.2410408534169193e-05,2401,mfcc,zero_eer_robust,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_LanguageCodec_bandwidth_1_asv.json
afrispeech_dialog,LanguageCodec,bandwidth_2,0.0,0.0,0.0,0.0,False,1.826702083240761e-05,2401,mfcc,zero_eer_robust,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_LanguageCodec_bandwidth_2_asv.json
afrispeech_dialog,LanguageCodec,bandwidth_3,0.0,0.0,0.0,0.0,False,4.149903982231251e-06,2401,mfcc,zero_eer_robust,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_LanguageCodec_bandwidth_3_asv.json
afrispeech_dialog,SemantiCodec,0.31kbps,1.9345238095238095,0.8418367346938775,0.4674635307569389,2.8418284660371613,True,-6.248588021784407e-05,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_SemantiCodec_0.31kbps_asv.json
afrispeech_dialog,SemantiCodec,0.33kbps,1.9345238095238095,0.8290816326530612,0.3830757846616908,2.801276350784723,True,-6.266804161569883e-05,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_SemantiCodec_0.33kbps_asv.json
afrispeech_dialog,SemantiCodec,0.63kbps,2.0408163265306123,0.7551020408163265,0.6383205456095482,4.004365047196396,True,-9.559460601682446e-05,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_SemantiCodec_0.63kbps_asv.json
afrispeech_dialog,SemantiCodec,0.68kbps,2.0408163265306123,0.7971938775510204,0.5898499329345346,3.8189449127424475,True,-9.040680232674791e-05,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_SemantiCodec_0.68kbps_asv.json
afrispeech_dialog,SemantiCodec,1.25kbps,0.06377551020408163,0.04081632653061224,0.0,0.1271847068267297,True,-9.940700343991082e-06,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_SemantiCodec_1.25kbps_asv.json
afrispeech_dialog,SemantiCodec,1.40kbps,0.04251700680272109,0.061224489795918366,0.0,0.0859460410949979,True,-1.064733924527328e-05,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_SemantiCodec_1.40kbps_asv.json
afrispeech_dialog,UniCodec,out_6.6kbps,20.408163265306122,1.0,17.026220961857526,24.952888761171327,True,-0.0006711613361151114,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_UniCodec_out_6.6kbps_asv.json
afrispeech_dialog,WavTokenizer,WavTokenizer_large-speech-75token,0.1488095238095238,0.061224489795918366,0.0,0.25490703096649986,True,-1.6308600898407022e-05,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_WavTokenizer_WavTokenizer_large-speech-75token_asv.json
afrispeech_dialog,WavTokenizer,WavTokenizer_large-unify-40token,0.36139455782312924,0.32908163265306123,0.14924420856161558,1.278335067022487,True,-3.522059369887032e-05,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_WavTokenizer_WavTokenizer_large-unify-40token_asv.json
afrispeech_dialog,WavTokenizer,WavTokenizer_medium-music-audio-75token,0.467687074829932,0.24872448979591835,0.170136750409398,1.6389735068771345,True,-4.176775260245069e-05,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_WavTokenizer_WavTokenizer_medium-music-audio-75token_asv.json
afrispeech_dialog,WavTokenizer,WavTokenizer_medium-speech-75token,0.06377551020408163,0.02040816326530612,0.0,0.12866368133058634,True,-1.1164283598708025e-05,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_WavTokenizer_WavTokenizer_medium-speech-75token_asv.json
afrispeech_dialog,WavTokenizer,WavTokenizer_small-320-24k-4096,0.10629251700680273,0.10331632653061225,0.021159319185439944,0.19165655485214603,True,-2.0523887413137487e-05,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_WavTokenizer_WavTokenizer_small-320-24k-4096_asv.json
afrispeech_dialog,WavTokenizer,WavTokenizer_small-600-24k-4096,2.0408163265306123,0.36989795918367346,0.4035641100570561,4.8332624415142496,True,-9.367567788165498e-05,2401,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_dialog_WavTokenizer_WavTokenizer_small-600-24k-4096_asv.json
afrispeech_multilingual,DAC,out_16kbps,0.0,0.0,0.0,0.0,False,0.00026150815179026843,64,mfcc,zero_eer_robust,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_DAC_out_16kbps_asv.json
afrispeech_multilingual,DAC,out_24kbps,0.0,0.0,0.0,0.0,False,0.00025514885480437677,64,mfcc,zero_eer_robust,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_DAC_out_24kbps_asv.json
afrispeech_multilingual,DAC,out_8kbps,0.0,0.0,0.0,0.0,False,0.00024142409563976397,64,mfcc,zero_eer_robust,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_DAC_out_8kbps_asv.json
afrispeech_multilingual,Encodec,out_12kbps,0.06060606060606061,0.05,0.005049306723437081,0.09094629630265127,True,-2.8319547031419035e-05,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_Encodec_out_12kbps_asv.json
afrispeech_multilingual,Encodec,out_24kbps,0.050505050505050504,0.05,0.005049306723437081,0.08068115640416777,True,-2.5010229499189407e-05,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_Encodec_out_24kbps_asv.json
afrispeech_multilingual,Encodec,out_3kbps,0.10606060606060608,0.2,0.060571995372405006,0.15639544144461143,True,-5.0543047022233445e-05,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_Encodec_out_3kbps_asv.json
afrispeech_multilingual,Encodec,out_6kbps,0.06565656565656566,0.07999999999999999,0.020048095716940956,0.09596977466755954,True,-2.9928912471333113e-05,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_Encodec_out_6kbps_asv.json
afrispeech_multilingual,FocalCodec,focalcodec_12_5hz,32.0,0.9900000000000001,27.771209358425924,36.460070323565205,True,-0.0024667561967071094,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_FocalCodec_focalcodec_12_5hz_asv.json
afrispeech_multilingual,FocalCodec,focalcodec_25hz,19.82323232323232,1.0,16.80141357468227,23.413950173950802,True,-0.0018662440096350874,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_FocalCodec_focalcodec_25hz_asv.json
afrispeech_multilingual,FocalCodec,focalcodec_50hz_2k_causal,29.95959595959596,1.0,24.76790338358054,32.447988452571316,True,-0.0025042013732403667,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_FocalCodec_focalcodec_50hz_2k_causal_asv.json
afrispeech_multilingual,FocalCodec,focalcodec_50hz_4k_causal,25.828282828282827,1.0,22.497572495483062,29.47394999456683,True,-0.0026945197280906497,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_FocalCodec_focalcodec_50hz_4k_causal_asv.json
afrispeech_multilingual,FocalCodec,focalcodec_50hz_65k_causal,23.0,1.0,19.672853454459073,26.721680292329857,True,-0.0020200496663203005,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_FocalCodec_focalcodec_50hz_65k_causal_asv.json
afrispeech_multilingual,FocalCodec,focalcodec_50hz,14.101010101010104,1.0,10.965307111853365,17.64855801968609,True,-0.001033046247110092,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_FocalCodec_focalcodec_50hz_asv.json
afrispeech_multilingual,LanguageCodec,bandwidth_0,0.025252525252525252,0.05,0.0050489623132756066,0.04565191200255117,True,-1.4133768231894273e-05,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_LanguageCodec_bandwidth_0_asv.json
afrispeech_multilingual,LanguageCodec,bandwidth_1,0.025252525252525252,0.05,0.005048388851847566,0.04565191200255117,True,-1.231418147829011e-05,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_LanguageCodec_bandwidth_1_asv.json
afrispeech_multilingual,LanguageCodec,bandwidth_2,0.015151515151515152,0.029999999999999995,0.0,0.030454661772786957,True,-8.733382719006144e-06,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_LanguageCodec_bandwidth_2_asv.json
afrispeech_multilingual,LanguageCodec,bandwidth_3,0.045454545454545456,0.07999999999999999,0.010105016405387217,0.07574992425007575,True,-2.4277955666063278e-05,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_LanguageCodec_bandwidth_3_asv.json
afrispeech_multilingual,SemantiCodec,0.31kbps,1.0,0.5399999999999999,0.38363881758147256,1.6672102215458255,True,-0.0002055129579062731,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_SemantiCodec_0.31kbps_asv.json
afrispeech_multilingual,SemantiCodec,0.33kbps,1.0050505050505052,0.45999999999999996,0.4393473423854658,1.6317231376912118,True,-0.0002068216253485744,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_SemantiCodec_0.33kbps_asv.json
afrispeech_multilingual,SemantiCodec,0.63kbps,0.8333333333333334,0.45000000000000007,0.19686927394990472,0.9606125302190605,True,-0.00014045445858190675,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_SemantiCodec_0.63kbps_asv.json
afrispeech_multilingual,SemantiCodec,0.68kbps,0.9141414141414141,0.4,0.2273536993507057,1.2530706044923652,True,-0.00016885302918212552,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_SemantiCodec_0.68kbps_asv.json
afrispeech_multilingual,SemantiCodec,1.25kbps,0.787878787878788,0.38,0.1763672267938358,0.8455846866834033,True,-0.00012425665580051426,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_SemantiCodec_1.25kbps_asv.json
afrispeech_multilingual,SemantiCodec,1.40kbps,0.24242424242424243,0.35000000000000003,0.15624495324803792,0.8035473882606354,True,-9.59717622830425e-05,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_SemantiCodec_1.40kbps_asv.json
afrispeech_multilingual,UniCodec,out_6.6kbps,1.0,0.38999999999999996,0.22671695786837148,2.8801572859092466,True,-0.00030497858970901515,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_UniCodec_out_6.6kbps_asv.json
afrispeech_multilingual,WavTokenizer,WavTokenizer_large-speech-75token,0.1414141414141414,0.23999999999999996,0.0809528175343523,0.192128561930266,True,-6.151962614653339e-05,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_WavTokenizer_WavTokenizer_large-speech-75token_asv.json
afrispeech_multilingual,WavTokenizer,WavTokenizer_large-unify-40token,4.858585858585859,0.29,2.833459013308532,7.238486722858675,True,-0.0006584757421923548,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_WavTokenizer_WavTokenizer_large-unify-40token_asv.json
afrispeech_multilingual,WavTokenizer,WavTokenizer_medium-music-audio-75token,0.7575757575757576,0.45000000000000007,0.17648245260185558,0.8556786361403317,True,-0.00011711563203986586,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_WavTokenizer_WavTokenizer_medium-music-audio-75token_asv.json
afrispeech_multilingual,WavTokenizer,WavTokenizer_medium-speech-75token,0.13131313131313133,0.17,0.06542884991207698,0.18192465311674433,True,-5.998325801959137e-05,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_WavTokenizer_WavTokenizer_medium-speech-75token_asv.json
afrispeech_multilingual,WavTokenizer,WavTokenizer_small-320-24k-4096,0.8888888888888888,0.45000000000000007,0.2370402012533356,0.9804658830827836,True,-0.00015095105652651597,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_WavTokenizer_WavTokenizer_small-320-24k-4096_asv.json
afrispeech_multilingual,WavTokenizer,WavTokenizer_small-600-24k-4096,2.0,0.83,1.2826569977777895,3.2780281646105087,True,-0.00039263278407375424,10000,mfcc,overlap_detected,results/ASV_v2/metrics_20260215_214110/afrispeech_multilingual_WavTokenizer_WavTokenizer_small-600-24k-4096_asv.json
